City,State,population,Poverty,Diversity,Employment,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Mean,Income,Stdev,Income
Breckenridge,TX,385396,147.2,5026.255000000001,735626.8,476,963,629,929,1353,68,104,1018,77,219,394,1316,851,1368,575,601,349,544,1306,544
Bremen,IN,432476,43.9,5549.25,1305701.36,147,543,1185,852,929,231,460,1004,606,717,35,901,752,1043,552,815,34,679,1242,679
Brenham,TX,1170664,103.4,4458.700000000001,1694513.3599999999,1079,210,540,830,1283,919,310,823,1164,925,236,279,1005,377,1295,101,1006,581,906,581
Brewerton,NY,309496,60.4,4961.4,13423341.44,13,416,730,737,564,1128,916,252,409,375,756,490,687,1174,312,95,784,190,667,190
Bridgeport,WV,615032,63.900000000000006,5787.87,1799179.68,896,1358,1332,33,628,481,1110,861,223,863,389,1357,844,1110,1135,1170,726,741,607,741
Bridgeton,NJ,2028532,70.1,3725.7600000000007,3844211.12,1199,199,117,1241,1254,275,756,1075,130,870,198,272,587,827,1297,620,504,11,924,11
Bridgeville,CA,16588,67.1,5187.63,294138.39999999997,1216,750,666,1077,115,425,924,744,631,423,694,1168,786,484,449,431,503,39,393,39
Brighton,TN,432388,50.6,4910.13,1654722.72,1156,658,661,291,140,1370,1257,745,732,1167,519,1086,1344,78,695,1208,888,44,894,44
Bristol,CT,2587860,45.3,4376.139999999999,26735279.759999998,349,517,679,111,38,624,819,240,48,1202,282,14,553,400,358,106,1312,443,764,443
Bristol,VA,1292588,164.40000000000003,5701.08,962339.92,1208,92,935,757,44,623,777,359,1329,437,22,870,187,1140,1207,1199,813,814,1332,814
Bristol,WI,235400,60.2,4994.670000000001,4849362.64,290,450,52,473,270,1160,253,1020,910,758,1095,140,1054,290,276,1152,418,676,456,676
Bristow,OK,454080,85.0,3951.3899999999994,240049.91999999998,965,1053,322,559,271,485,980,51,87,879,893,660,1169,846,673,1191,41,1105,25,1105
Broadview,MT,25036,61.4,5676.76,119773.92,128,751,904,1039,451,1372,900,612,1212,412,681,972,332,20,925,1147,363,537,1318,537
Broken Bow,OK,492008,93.89999999999999,4104.920000000001,751083.7599999999,302,1233,395,828,908,992,1216,439,1084,349,1094,1171,747,599,806,604,376,1127,748,1127
Bronx,NY,59942960,115.7,2052.42,34285851.199999996,768,644,518,863,2,1107,1179,437,774,881,796,1048,1318,808,776,90,986,41,1114,41
Brookings,SD,1061720,34.900000000000006,5604.58,1155747.1199999999,762,281,1278,167,574,448,1269,249,477,918,1291,437,345,571,1323,1178,1213,482,1112,482
Brooklyn,CT,353496,39.3,5323.25,3577958.1599999997,1014,421,79,901,446,1244,114,251,412,734,557,1081,272,765,768,629,1314,62,734,62
Brooklyn,NY,108405000,89.0,3011.620000000001,70981230.39999999,814,1163,152,657,825,563,1147,373,364,233,917,662,331,1217,82,121,259,1272,961,1272
Brooks,KY,86988,37.6,5814.719999999999,2254701.1199999996,632,197,503,298,501,157,946,435,323,584,1044,143,172,474,167,424,906,1143,563,1143
Brooksville,FL,4470224,67.5,5162.31,3548764.2399999998,540,962,326,714,221,265,851,361,386,1006,1058,622,169,979,59,1184,182,721,805,721
Brookville,PA,401280,60.800000000000004,5932.06,1201415.68,539,1028,542,197,88,529,30,1294,956,125,524,886,347,517,756,616,743,286,450,286
Broomfield,CO,3346992,32.1,5083.429999999999,17899143.28,60,231,25,407,1193,813,890,609,544,407,637,1073,569,853,970,425,938,394,959,394
Brownsville,TX,8516200,128.8,2258.34,8999460.799999999,1314,69,189,1041,643,953,1344,1293,106,588,260,664,874,199,138,1093,404,182,219,182
Brunswick,OH,2724612,27.799999999999997,5779.450000000001,5405984.8,650,765,1173,1199,179,595,72,17,959,92,1136,1269,458,58,421,420,516,81,784,81
Bryan,TX,3874420,76.5,4115.08,5976526.08,567,904,452,1194,867,826,1022,1167,663,87,1047,759,1179,54,1091,62,820,557,425,557
Buchanan,GA,269764,75.7,5609.160000000001,677550.96,1000,55,837,73,77,1344,889,301,437,1271,312,604,1103,371,1108,59,198,745,1142,745
Buchanan,MI,447920,70.7,4866.35,4162918.88,609,817,6,87,1360,505,837,789,658,898,75,921,1025,71,952,903,964,56,1248,56
Buchanan,NY,96668,34.2,4001.61,28278195.52,918,224,312,949,861,1125,575,1265,1089,733,185,933,320,1055,759,683,22,256,1161,256
Buckhannon,WV,849772,72.7,5878.300000000001,588979.2,1005,539,551,1150,1019,411,559,1011,224,902,420,1017,200,1288,1251,8,704,726,650,726
Buckholts,TX,68244,70.19999999999999,4437.740000000001,560465.9199999999,1213,681,65,1218,103,113,1123,1114,492,271,215,582,690,785,907,590,1175,399,265,399
Buena Vista,CO,331100,33.3,5391.570000000001,496967.28,919,538,233,1171,266,1053,947,774,967,549,1129,288,395,113,324,1068,980,353,1136,353
Buffalo,MO,372900,90.69999999999999,5768.25,361851.83999999997,79,725,477,474,533,117,1181,22,213,1101,1102,208,152,32,1021,549,772,52,418,52
Buffalo,SD,28160,34.4,5768.83,41642.079999999994,709,687,204,574,34,80,966,306,387,778,428,741,10,781,906,15,1130,893,34,893
Buffalo,WY,324632,7.9,5826.8,261581.12,629,312,492,1251,624,801,1369,820,1283,313,290,1175,689,767,1129,540,597,704,165,704
Buford,GA,3711048,73.6,4384.839999999999,5119532.399999999,914,456,1256,114,1067,1174,1075,29,975,553,1123,1159,205,79,1177,515,563,63,1122,63
Buhl,ID,413468,77.8,4684.280000000001,416264.16,233,499,923,1334,109,618,722,1010,159,545,423,1305,136,795,169,530,372,919,545,919
Bullhead City,AZ,1747636,81.4,5049.65,4066821.44,730,907,974,484,225,328,445,387,827,543,1114,979,1133,1307,1188,779,1037,841,972,841
Buna,TX,387288,65.4,4856.25,751144.48,824,274,485,246,814,792,4,303,1059,1007,149,1068,435,308,1190,643,1114,1117,225,1117
Buncombe,IL,51084,60.599999999999994,5668.09,446485.6,86,972,1137,80,1300,7,1288,44,713,1018,352,862,742,348,875,526,1026,337,869,337
Burley,ID,742324,72.8,4501.07,555656.96,928,1018,1020,892,1270,751,43,234,1037,257,10,211,530,673,881,617,307,969,349,969
Burlington,VT,1415920,35.2,5542.81,5427690.399999999,1032,1191,7,947,130,70,367,1087,1035,244,324,946,1018,1019,1196,644,212,1248,387,1248
Butte,MT,1435544,72.5,5625.62,1003292.0,393,1192,1238,271,1151,283,712,1079,472,387,390,1201,672,359,1304,529,832,1308,694,1308
Butte,NE,22440,27.8,5886.96,58654.32,578,852,647,67,268,266,608,610,636,314,1362,36,404,323,75,527,1056,1130,1074,1130
Byhalia,MS,747560,35.0,4540.02,5024445.12,829,518,261,966,1009,155,830,588,1331,535,1078,1196,273,111,183,770,761,598,202,598
Cadiz,KY,580668,82.39999999999999,5501.45,339836.48000000004,46,105,368,428,1160,415,339,1289,1263,875,1312,908,388,46,903,536,338,816,301,816
Caguas,PR,3856468,139.8,1879.47,2924069.6799999997,1262,298,315,644,141,1015,23,847,924,876,768,520,443,1348,590,538,972,1044,464,1044
Caldwell,OH,396396,87.30000000000001,5803.56,992106.64,688,253,1035,220,1252,1257,1173,844,385,360,100,651,408,865,474,769,450,1062,1210,1062
Calhoun,MO,42416,80.7,5770.650000000001,569317.2799999999,1189,79,514,483,306,402,1166,1249,311,776,613,934,749,748,285,622,79,477,893,477
Calhoun City,MS,216744,103.69999999999999,4427.45,339659.92,282,764,1115,1360,807,730,555,842,1011,760,135,1180,1260,993,1263,512,1117,1015,847,1015
Calumet,MI,311300,57.4,5664.47,939034.24,663,768,669,1347,947,628,939,286,683,800,1213,877,783,1073,1371,494,292,129,600,129
Camarillo,CA,3301804,43.300000000000004,3680.3700000000003,24205789.919999998,227,373,348,1135,379,944,626,624,34,882,1005,1114,214,928,1282,810,1342,1287,1049,1287
Cambria,WI,90948,52.8,5742.47,548396.2399999999,35,1059,1257,414,645,740,131,1182,454,449,1203,743,1176,603,1366,808,1005,1039,404,1039
Cambridge,NY,198000,53.5,5710.660000000001,1748007.5999999999,1049,369,1023,809,826,483,389,838,615,337,444,1218,565,19,1278,804,1339,1116,716,1116
Camden,AR,875292,101.5,3951.2000000000003,633557.36,497,1194,1066,1278,1371,761,798,837,629,593,882,481,245,186,1340,495,442,1240,422,1240
Cameron,MO,563640,68.0,5201.74,260794.56,479,417,1369,131,1062,1003,888,291,1284,729,1183,900,44,1022,1369,630,99,91,293,91
Camilla,GA,418660,109.7,3527.62,484254.0,523,1336,919,281,568,1348,1264,11,205,701,540,667,505,1101,645,498,840,278,207,278
Camp Hill,PA,1476508,33.2,5450.350000000001,7374043.52,1143,967,1084,759,1013,676,139,233,290,931,354,1126,1187,703,620,803,884,545,851,545
Campbellsburg,IN,107096,60.599999999999994,5907.140000000001,716802.3200000001,1247,935,451,682,374,825,611,1338,1301,474,189,1202,164,711,397,627,724,596,63,596
Camuy,PR,1523236,176.2,1875.26,541898.08,1363,584,1372,542,310,341,754,996,950,935,903,792,982,650,702,501,919,1333,295,1333
Canandaigua,NY,1146640,37.4,5616.49,3246606.0799999996,845,1266,581,1107,1021,635,352,974,903,947,388,1321,1047,1241,733,502,1147,549,830,549
Candor,NC,168344,205.8,4219.490000000001,1657448.56,368,88,297,551,89,102,203,150,1272,493,180,958,157,996,664,780,796,1199,9,1199
Canovanas,PR,2337324,154.6,1855.55,900543.52,1063,1219,1286,1198,712,1071,1363,1327,695,513,956,16,1354,1322,942,505,1300,442,110,442
Canton,MO,180840,46.400000000000006,5677.000000000001,299233.92,931,862,701,445,772,1135,1184,670,847,629,622,13,592,658,739,626,896,585,1270,585
Canton,OH,8262232,58.900000000000006,5417.610000000001,10636745.999999998,656,232,859,846,1073,50,103,976,728,288,633,551,482,433,128,800,1351,1322,1127,1322
Canton,OK,51216,61.7,4790.470000000001,198933.6,909,1099,1330,1367,563,642,554,156,742,856,1039,312,960,561,73,638,895,1072,866,1072
Cape Coral,FL,6751008,69.9,4687.740000000001,15995599.12,1338,1078,580,832,417,191,879,931,1274,806,424,122,206,502,407,625,330,368,156,368
Carey,ID,43340,51.199999999999996,5072.05,726173.5199999999,1268,987,601,1243,787,38,148,1034,58,1373,338,436,878,924,1250,508,941,898,1175,898
Carlyle,IL,325116,31.700000000000003,5661.160000000001,1170592.08,330,439,703,349,448,1150,909,1136,45,1223,40,1309,55,615,567,624,218,1011,822,1011
Carmel,NY,1109196,14.899999999999999,5198.719999999999,3126116.1599999997,386,434,81,1260,341,905,884,498,645,201,1026,92,1331,636,131,509,229,187,1058,187
Carolina,PR,7478416,121.1,1878.8,3890491.5999999996,71,1229,383,157,1233,1291,599,357,351,8,620,1149,1110,97,644,793,443,72,1227,72
Carson City,NV,2658700,67.8,4619.870000000001,1435505.3599999999,1167,1305,1306,804,591,783,680,656,801,1037,1324,652,70,728,103,623,14,252,380,252
Cartersville,GA,2613952,58.8,5077.450000000002,2711660.1599999997,10,302,1289,529,384,107,907,1318,381,1040,737,286,618,264,144,785,681,144,896,144
Carthage,MS,717684,99.4,3927.6,404388.31999999995,734,613,884,877,1157,143,750,1221,817,118,705,375,495,1046,959,783,1161,185,1006,185
Carthage,NC,664400,67.0,4971.299999999999,2214771.2,566,677,1215,1019,1044,1110,179,1315,1231,1362,13,310,1038,1268,453,801,237,400,1323,400
Carthage,NY,470404,46.5,5857.670000000001,727858.1599999999,816,1174,722,239,580,395,235,1059,668,1091,978,448,990,325,275,767,1369,259,828,259
Catoosa,OK,350592,40.3,4570.62,2099720.0,309,83,1308,1197,831,1318,1005,485,343,1334,1167,971,14,1175,1165,680,894,318,335,318
Cave City,AR,208076,85.8,5555.080000000001,930692.8799999999,194,1158,826,390,934,1073,1346,707,1224,1121,67,471,303,702,1047,543,734,383,783,383
Cayce,SC,500764,55.8,4913.87,8032278.0,1004,1109,600,664,226,211,459,986,40,192,255,561,882,1053,660,586,219,639,758,639
Cayey,PR,2230492,141.1,1869.79,962661.76,1104,1086,354,491,249,1342,1096,1138,78,72,636,1206,880,740,20,711,764,1049,540,1049
Cayuga,IN,88968,41.7,5904.8600000000015,406763.6,269,784,1353,816,971,1255,493,1044,244,170,256,577,510,440,625,707,486,743,1342,743
Cedar Bluff,VA,330660,73.5,5894.36,621142.3999999999,159,140,909,337,849,1106,1304,111,1143,1133,246,137,912,940,643,705,637,578,52,578
Ceiba,PR,594440,158.89999999999998,1859.52,227748.63999999998,181,994,956,225,1247,1300,952,963,985,1209,1208,70,1353,668,118,703,667,334,749,334
Center,TX,590524,90.6,4407.4800000000005,618159.28,348,355,1310,1009,454,805,407,688,464,1087,819,445,59,583,52,702,409,269,436,269
Centerville,TN,334136,80.1,5605.65,571127.52,912,645,290,1097,6,434,186,1336,986,1329,1210,881,628,108,829,701,225,28,1007,28
Central,SC,616792,60.0,5401.969999999999,3089973.44,113,317,196,1371,1368,1247,552,1147,1148,10,360,403,330,238,754,695,1367,567,237,567
Centralia,IL,958188,80.6,5654.56,1037989.1199999999,1035,861,340,620,959,811,197,532,552,1069,1074,1008,721,369,958,591,431,720,1316,720
Centreville,VA,3011008,21.2,3715.4800000000005,36721324.879999995,472,350,1242,998,14,205,740,1208,1147,1275,413,1282,859,738,184,693,742,600,174,600
Ceres,CA,1865116,76.7,3579.12,12673018.239999998,41,722,1056,1221,61,1265,752,698,15,99,820,994,802,733,1213,692,969,282,1105,282
Chadwick,IL,50644,52.4,5768.62,417770.32,188,1146,51,100,195,1151,1267,701,502,1032,437,339,719,704,540,717,880,497,487,497
Chamberlain,SD,129228,57.6,5220.14,157148.32,29,23,27,1177,49,141,570,550,469,2,201,458,1226,374,1007,688,202,435,709,435
Chambers,NE,21252,25.8,6049.06,30148.879999999997,886,976,1005,725,740,480,580,551,594,1161,42,212,652,1213,321,603,1138,1187,941,1187
Chapel Hill,NC,3960572,43.6,4581.120000000001,4272302.08,4,159,1249,21,718,855,453,705,498,1031,853,42,1011,5,179,592,290,124,238,124
Chapin,SC,824120,61.9,3402.87,11209699.68,613,479,16,199,1228,84,1353,134,1085,1262,1354,1093,84,291,428,595,640,320,264,320
Chapmanville,WV,427636,67.3,5852.89,715739.28,1294,612,578,1054,660,332,118,135,567,48,1142,363,647,299,579,1372,1076,975,814,975
Charleston,SC,8440344,68.6,4314.6900000000005,11133450.639999999,263,109,1187,2,184,122,1177,942,570,5,1089,981,293,763,1116,685,335,1109,585,1109
Charleston,WV,5012348,65.4,5418.7300000000005,5132159.2,222,610,1168,1086,668,932,1121,520,1032,84,16,758,837,23,1356,677,200,941,1250,941
Charlottesville,VA,4849768,67.2,4412.88,1435352.56,917,1080,1140,261,303,1009,430,1210,506,1164,1001,1362,246,835,751,684,273,119,51,119
Cherokee,NC,350768,115.1,3979.7799999999997,337316.24,899,604,458,1031,777,33,804,518,1098,534,1,826,146,355,387,597,748,1000,297,1000
Chesapeake,VA,9662752,38.9,4093.6600000000008,6442236.399999999,935,1023,225,548,208,904,901,1223,474,695,1333,916,22,706,402,599,847,1314,35,1314
Chester,PA,1521300,39.8,4558.070000000001,16368897.44,318,980,946,1129,1342,1273,1309,355,620,1068,551,441,996,1279,701,602,248,1084,1069,1084
Cheyenne,WY,3734676,37.7,5103.6,2809520.8,321,968,814,743,623,774,256,71,528,477,129,756,454,649,627,682,220,910,1312,910
Chicopee,MA,2367684,71.9,4500.230000000001,12935105.6,1020,290,539,317,1256,865,658,464,1040,1197,138,818,110,610,684,675,1322,957,724,957
Chiefland,FL,350900,95.4,5127.469999999999,875468.72,1124,942,565,280,121,568,902,1070,473,694,443,697,1048,173,513,608,480,338,363,338
Chillicothe,MO,527164,62.6,5726.580000000001,403972.72,703,1182,663,1027,332,1352,32,731,484,49,1012,552,1361,1250,492,673,650,1256,1130,1256
Chilton,WI,339724,28.4,5652.9,1622204.72,1162,71,1130,1309,913,73,1322,207,1335,846,495,18,913,87,536,574,71,665,983,665
Christiana,TN,276628,42.0,4813.14,8617876.16,1271,807,744,1181,729,581,202,201,508,942,118,87,1210,547,232,759,1321,1066,916,1066
Church Hill,TN,648032,77.1,5826.670000000001,1331486.4,450,314,327,309,67,1048,87,1163,1072,1290,1124,428,970,732,246,546,132,555,871,555
Ciales,PR,819544,198.9,1871.05,211791.43999999997,701,514,30,925,456,798,305,895,334,821,945,166,917,1350,166,679,745,714,516,714
Cidra,PR,1725064,134.4,1859.52,912901.84,336,551,1018,689,137,431,100,732,420,845,347,38,1085,379,938,552,318,154,182,154
Cincinnati,OH,34276748,71.9,4456.03,23320488.96,522,323,1287,202,494,878,859,741,681,1118,997,853,1033,151,1321,750,1115,1253,587,1253
Cisco,TX,245520,58.0,5174.06,413794.87999999995,30,381,1314,173,1345,1018,112,1127,353,1117,1274,157,284,937,939,615,930,157,46,157
Clark,SD,77792,64.5,5747.27,111130.55999999998,1184,1145,640,235,1133,1027,1007,1122,905,943,1121,421,1088,224,879,614,215,652,486,652
Clarkson,NE,56716,39.4,5707.9400000000005,191682.72,11,1152,1275,1155,274,1065,1047,883,314,63,1040,328,1319,1367,229,554,523,1208,1334,1208
Clarkston,WA,838860,55.599999999999994,5629.75,574267.5199999999,1058,1328,1132,698,1244,569,315,888,337,677,602,1057,1143,1204,1194,655,839,217,745,217
Clay City,IL,75460,60.0,5875.880000000001,381478.64,1175,364,709,515,766,848,1203,458,374,1285,1038,311,558,909,946,555,828,1325,1111,1325
Clayton,IN,218240,16.0,5407.59,4669161.359999999,547,620,1346,733,690,75,304,215,308,747,942,682,237,333,151,744,835,258,350,258
Clayton,NM,153252,20.8,4417.9400000000005,12699.2,237,1124,936,1003,962,244,294,195,515,147,985,30,162,148,74,658,481,225,17,225
Clearbrook,MN,69256,67.5,5246.54,221237.27999999997,888,727,1363,697,915,146,588,211,1115,450,476,1354,910,1345,1032,560,174,17,96,17
Cleveland,GA,983752,61.0,5622.990000000001,862769.44,679,1029,1118,115,1016,1217,442,480,352,1268,1224,273,1186,1300,1333,665,1210,833,523,833
Cleveland,OH,33035728,74.3,4167.6900000000005,35057877.92,652,1001,1207,662,436,200,40,68,791,357,95,397,53,437,1086,613,893,744,504,744
Cleveland,TX,1486672,63.0,4588.750000000001,1688684.4,498,98,675,561,301,609,143,1131,1104,354,306,399,1258,49,1266,739,46,1131,385,1131
Cloquet,MN,731368,45.099999999999994,5425.400000000001,1002074.08,557,1340,812,798,530,278,151,457,178,762,321,202,376,1158,1206,668,201,819,466,819
Clover,SC,1281852,49.5,4702.61,6858041.68,207,811,44,1126,1178,317,361,1355,361,435,990,700,665,163,1264,733,1065,1089,49,1089
Coal City,IL,407440,30.1,5498.08,1452635.3599999999,81,22,1273,632,273,13,1325,1314,126,76,320,390,102,1273,1148,671,1112,674,1047,674
Coamo,PR,1746844,170.2,1858.4199999999998,703724.4,789,1249,965,88,617,342,775,219,812,350,164,451,974,327,11,731,63,406,1079,406
Coeburn,VA,416020,86.19999999999999,5966.250000000001,305362.88,841,58,320,848,1273,627,318,496,342,1147,261,1095,523,966,983,672,609,207,665,207
Coffeeville,MS,149204,91.89999999999999,3951.0,497043.67999999993,17,882,1246,58,951,842,219,589,1342,1146,43,1198,278,98,62,612,294,1161,938,1161
Colby,KS,277376,19.1,5669.93,266166.64,1061,343,252,1033,1325,840,572,650,1208,105,52,1075,761,696,896,573,1004,1212,903,1212
Coldwater,MS,523116,63.5,4406.389999999999,694606.4,669,276,775,499,961,1029,606,1169,893,431,1308,302,438,1290,1343,727,690,350,1005,350
Collierville,TN,2121328,57.5,4552.55,1035817.9999999999,1297,130,850,1118,1046,497,933,436,888,165,1014,405,923,1042,1335,726,1296,381,1300,381
Colonial Heights,VA,1098152,45.199999999999996,4938.19,466782.95999999996,1206,320,488,1248,1065,500,617,1173,489,428,1304,627,1196,607,93,762,633,1059,431,1059
Colorado City,TX,354640,33.1,3812.5499999999997,179879.6,1331,567,528,1326,507,1019,115,440,407,892,665,198,1013,1007,420,728,100,1016,681,1016
Columbia,TN,2354264,62.3,5100.160000000001,2361226.6399999997,293,570,63,1325,773,132,550,1266,926,74,381,1071,1119,282,1182,906,487,487,161,487
Columbia City,IN,993828,30.8,5854.340000000001,1003590.1599999999,507,508,980,715,1,1199,324,1267,873,702,90,1325,560,219,219,817,869,1176,631,1176
Columbia Falls,MT,586916,49.7,5711.0,2669820.0,172,382,1094,302,558,330,1064,788,493,905,1115,633,221,350,1015,1188,616,606,832,606
Columbus,GA,7530864,79.3,3310.79,4775116.0,177,390,460,1183,589,1242,533,699,955,196,713,1279,25,295,64,1190,1250,1183,1008,1183
Columbus,IN,2914076,49.8,5315.77,2351104.48,576,284,144,711,1123,121,1295,583,401,305,815,825,0,746,225,1193,631,920,649,920
Columbus,NE,1209824,55.5,5521.52,1249326.0799999998,788,868,135,279,1111,582,387,681,1220,1092,1250,754,424,1020,367,1194,594,212,526,212
Columbus Grove,OH,270336,18.6,5748.300000000001,1068936.48,1011,863,634,1289,190,1090,790,746,1185,596,589,855,1200,1330,100,1200,1071,561,18,561
Comer,GA,195844,63.1,4912.620000000001,386591.76,1059,99,1119,807,635,1033,41,691,524,539,845,824,85,298,766,1203,54,1332,374,1332
Comerio,PR,838288,207.4,1852.36,291188.32,1257,207,918,1153,658,120,464,1148,1183,983,1368,318,681,302,78,1205,359,71,1351,71
Comfort,TX,255200,32.4,4967.87,1009274.0,328,234,871,597,1315,393,875,365,976,273,166,112,867,1274,364,1207,694,1115,1139,1115
Commerce,OK,111144,93.9,4146.340000000001,786026.08,704,597,1261,819,776,604,962,1202,280,215,186,44,15,1243,298,1185,1139,548,682,548
Concrete,WA,175120,62.6,4932.98,3147390.2399999998,1159,1238,435,1203,198,1119,405,648,584,17,355,613,957,1323,561,1209,994,1291,340,1291
Conehatta,MS,99704,90.6,4220.35,506210.72,258,1283,660,802,1077,507,482,1237,1314,14,194,280,1280,1347,1270,1214,532,328,751,328
Connellsville,PA,827508,82.3,5672.910000000002,3265289.28,847,733,286,595,846,1296,168,580,665,394,1000,997,1144,695,99,1218,587,772,457,772
Conrad,MT,156288,75.3,4985.05,166705.6,261,183,642,493,586,293,621,438,1336,555,220,167,579,1151,666,1219,421,812,100,812
Conroe,TX,5664736,46.0,4658.860000000001,13999925.519999998,977,1366,60,379,1082,258,1366,382,839,586,733,142,92,531,1222,1220,353,592,368,592
Conway,NC,133760,130.9,3134.9700000000007,437957.68,1078,986,318,423,1061,652,449,709,981,666,12,1167,520,1225,45,1221,702,55,29,55
Conway,SC,2653904,77.7,4965.650000000001,7853329.84,1245,1094,605,1201,953,739,1003,1123,830,1219,1070,1243,441,1277,475,1227,261,607,597,607
Conway Springs,KS,98692,45.0,5583.34,654360.8,301,501,1179,1295,285,156,277,422,1267,1035,361,780,1259,287,737,1228,1316,906,117,906
Coon Valley,WI,83424,66.2,5885.56,817916.8,462,1369,819,686,1126,579,1220,416,994,558,407,179,941,791,796,1234,602,897,1031,897
